what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376592971943
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376592977584
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593086657
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593103529
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593111840
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593122110
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593123530
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593127915
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593130630
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593141459
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593145274
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593158387
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593193463
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593194597
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593234009
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593237551
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593246115
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1376593246735
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1376593251178
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593254819
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593257567
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1376593259282
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1376593293263
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1376593303697
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1376593303812
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1376593308550
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1376593308551
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593313424
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593540800
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1376593542329
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1376593550784
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1376593554489
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1376593719225
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593723425
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593734813
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1376593734943
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1376593735003
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593740165
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593740879
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593751742
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593754865
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1376593771438
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376593777757
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376597271374
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1376597271408
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1376597272897
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1376597290934
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1376597352573
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376597355812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376597489529
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376597491242
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376597493373
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376597493855
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376597495936
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376597496173
